"id","brewery_id","name","cat_id","style_id","abv","ibu","srm","upc","filepath","descript","last_mod"
"28","935","Odell IPA","3","31","7","0","0","0",,"We took the traditional IPA, originally shipped from England to India in the 1700's, and made it bolder and more flavorful - American Style. We've added new varieties of highly aromatic American hops to create a distinctive bitterness profile and an incredible hop character.","2010-07-22 20:00:20"
"29","1271","Ornery Amber Lager","8","95","0","0","0","0",,"Ornery Amber is brewed with a blend of the finest European hops and gently roasted malts.","2010-07-22 20:00:20"
"30","935","Cutthroat Porter","2","25","4.8","0","0","0",,"Not quite a stout but definitely no lightweight, Cutthroat Porter is smooth and robust. Inspired by the classic London porters, we use dark roasted malts to create a deep, rich color and flavor that hint at chocolate and coffee. We named it Cutthroat Porter as our tribute to the Colorado state fish - with its own rich heritage and unmistakable dark coloring. And while we're big fans of small batches, here's to the currently threatened Cutthroat population reaching mass quantities.","2010-07-22 20:00:20"
"31","1271","Maple Nut Brown Ale Ale","3","38","0","0","0","0",,"Maple syrup is added to each barrel of Maple Nut Brown Ale to impart roasted sweetness balancing the nut flavor produced by chocolate malts.","2010-07-22 20:00:20"
"32","1271","Cocoa Porter","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"33","190","Jenlain Blonde","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"34","196","Blonde","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"35","432","Flemish Primitive Wild Ale (Demon Fish)","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"36","294","Witkap-Pater Tripel","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"37","1175","Winter Cheer","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"38","743","Canaster Winter Scotch","-1","-1","8.7","0","0","0",,,"2010-07-22 20:00:20"
"39","1307","16","-1","-1","10","0","0","0",,,"2010-07-22 20:00:20"
"40","1307","Quelque Chose","5","70","8","0","0","0",,"Quelque Chose was launched in January 1996. This versatile beer was specifically developed as a winter beer because, when warmed to 70ÂºC (160ÂºF), it can be taken as a hot drink. On the other hand, on the rocks, it is a wonderful aperitif. The cherries are soaked for months in slightly bitter ale before being blended into the beer. Quelque Chose is made with dark roasted malts, and the end result is something commonly known as an authentic nectar. The most original of the Unibroue line, it is highly appreciated by winter-sports enthusiasts.","2010-07-22 20:00:20"
"41","277","Kriek","-1","-1","7","0","0","0",,,"2010-07-22 20:00:20"
"42","170","BiÃ¨re Darbyste","11","116","0","0","0","0",,,"2010-07-22 20:00:20"
"43","723","Maracaibo Especial","3","38","7.5","0","0","0",,"A rich brown ale inspired by the enigmatic monastic brews of Belgium, and the mysterious mist shrouded jungles of the tropics. Brewed with real cacao, and spiced with cinnamon and sweet orange peel for a sensual delight. A brew to be sipped, savored, and enjoyed!","2010-07-22 20:00:20"
"44","432","Flemish Primitive Wild Ale (Pin Head)","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"45","723","Calabaza Blanca","5","72","4.8","0","0","0",,"Aged in large oak casks and refermented in the bottle, Calabaza Blanca is a Belgian Biere Blanche. Spiced with orange peel and corriander, you'll find it refreshingly tart, with a wonderfully dry finish.","2010-07-22 20:00:20"
"46","901","Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"47","901","Cardinal Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"48","176","Zinnebir Xmas","-1","-1","6.6","0","0","0",,,"2010-07-22 20:00:20"
"49","974","Bridal Ale 2005","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"50","176","Zinnebir","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"51","432","Saison Imperiale","-1","-1","8.5","0","0","0",,,"2010-07-22 20:00:20"
"52","170","La Moneuse","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"53","901","Red Sled Winter Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"54","39","Christmas Ale 2007","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"55","176","Equinox Dark Belgian Winter","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"56","856","Serafijn Christmas Angel","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"57","160","Obovoid Empirical Stout","3","43","8","0","0","0",,,"2010-07-22 20:00:20"
"58","1221","Furious Beer","3","31","6","0","0","0",,"Like Hops? You'll like this fire-hued beer. This is the beer I have always dreamed of making. This is the beer that would come to mind while spending the last two years tearing down walls, hanging sheetrock, moving kegs, power washing the ceilings, arguing with various agencies, and cutting the water main. 

Without Golden Promise malt, made by family-owned Simpsons Malt, Furious would just be pissed off-ed. From Scotland, this malt is still produced in the tradition of turning over the barley by hand, resulting in a malt that is unsurpassed in its quality. Golden Promise is also used extensively by premium whisky distilleries such as The Macallan. This malt provides the backbone for the intense hop character. Four American hop varieties are used at a rate of over three pounds per barrel. The result is a rich malt sweetness infused with bright hop flavor and aroma from beginning to end. Oh yeah, it's about 6% alcohol and around 100 IBUs.","2010-07-22 20:00:20"
"59","1221","Bender Beer","3","38","5.1","0","0","0",,"This beer is an amalgamation of styles; brown/porter/apa. Five distinct malts, including two from Belgium, give this beer added complexity and depth. We also add oatmeal to this beer to give it a smooth texture not usually associated with this type of beer. We add large amounts of American finishing hops to give Bender a citrus hop aroma because... we like hops. This is a session beer weighing in around 5% alcohol and 25 IBUs. Grab one today, we think you will want another!","2010-07-22 20:00:20"
"60","1315","Oak Aged Ebenezer","-1","-1","9.4","0","0","0",,,"2010-07-22 20:00:20"
"61","160","Killer Penguin","3","35","10","0","0","0",,,"2010-07-22 20:00:20"
"62","236","Oatmeal Stout","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"63","935","Isolation Ale","11","141","6","0","0","0",,"Ever been in a warm, cozy cabin and had a secret desire to get snowed in? To celebrate the winter season, we offer our Isolation Ale - a traditional winter brew made with premium malts imported from England. It's just one of the reasons Isolation Ale stands alone.","2010-07-22 20:00:20"
"64","501","Festive Ale 2007","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"65","586","Bourbon County Stout 2007","-1","-1","13","0","0","0",,,"2010-07-22 20:00:20"
"66","670","Twelve Days","3","42","5.5","0","0","0",,,"2010-07-22 20:00:20"
"67","1056","Seriously Bad Elf","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"68","905","Big Shot Seasonal Ale","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"69","923","God Jul - Winter Ale","3","42","8.5","0","0","0",,"A dark ale brewed specially for the Christmas season, with a rich, complex taste of caramel. This is a strong, dark and rather sweet Christmas Beer â€“ just the way we think a Christmas beer should be.","2010-07-22 20:00:20"
"70","1142","Harvest Ale 2007","3","26","6.7","0","0","0",,,"2010-07-22 20:00:20"
"71","161","Nut Cracker Ale","11","141","5.9","0","0","0",,"Nutcracker Ale is Boulevardâ€™s holiday gift for real beer lovers. This hearty, warming brew is a classic winter ale, deep amber in color, with hints of molasses balanced by the â€œspicinessâ€ of freshly harvested Chinook hops.","2010-07-22 20:00:20"
"72","779","Goosinator Smoked Doppelbock 2007","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"73","779","Snow Bound Winter Ale","-1","-1","8.6","0","0","0",,,"2010-07-22 20:00:20"
"74","779","Warrior IPA","3","31","6.6","0","0","0",,,"2010-07-22 20:00:20"
"75","266","Petrus Oud Bruin","-1","-1","5.5","0","0","0",,,"2010-07-22 20:00:20"
"76","266","Petrus Gouden Tripel Ale","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"77","266","Petrus Blond Ale","-1","-1","6.6","0","0","0",,,"2010-07-22 20:00:20"
"78","266","Petrus Dubbel Bruin Ale","5","60","6.5","0","0","0",,,"2010-07-22 20:00:20"
"79","266","Petrus Speciale","3","26","5.5","0","0","0",,,"2010-07-22 20:00:20"
"80","1202","Weizengold Hefefein","4","50","5.1","0","0","0",,"Stiegl Weizengold. It has 12o original gravity; the choicest ingredients and a top fermentation process are responsible for the highest possible quality and an unmistakable flavor. It is brewed according to the classic wheat beer recipe: 60 % wheat malt and 40 % barley malt, top fermentation and in compliance with the Purity Law of 1516.  This fine yeast wheat beer specialty is a refreshing, natural and stimulating beer brand.","2010-07-22 20:00:20"
"81","160","Never Summer Ale","11","141","5.94","0","0","0",,,"2010-07-22 20:00:20"
"82","1264","Modern Monks Belgian Blonde","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"83","1264","Grand Cru","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"84","210","JÃ¶rger WeiÃŸe Hell","4","50","0","0","0","0",,,"2010-07-22 20:00:20"
"85","1272","OSB Premium Ale","-1","-1","4.5","0","0","0",,,"2010-07-22 20:00:20"
"86","425","Morocco Ale","-1","-1","5.5","0","0","0",,,"2010-07-22 20:00:20"
"87","1047","Glacier Ale","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"88","1047","Bent Nail IPA","3","31","0","0","0","0",,,"2010-07-22 20:00:20"
"89","879","Espresso Porter","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"90","879","Harvest Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"91","879","Stillwater Rye","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"92","879","Sharptail Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"93","879","Fat Belly Amber","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"94","879","Whitetail Wheat","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"95","879","Sandbagger Gold","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"96","901","Brunette Nut Brown Ale","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"97","901","Irish Red","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"98","901","Belgian Wit","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"99","901","EOS Hefeweizen","4","50","0","0","0","0",,,"2010-07-22 20:00:20"
"100","901","India Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"101","1185","Winter Ale","1","13","6.3","0","0","0",,,"2010-07-22 20:00:20"
"102","1260","Pride & Joy Mild Ale","1","10","0","0","0","0",,,"2010-07-22 20:00:20"
"103","1260","Robert the Bruce Scottish Ale","1","15","7","0","0","0",,"A big malty body from chocolate and roasted malts, well balanced with just the right combination of hops. Robust yet smooth, a true malt-lover's delight.","2010-07-22 20:00:20"
"104","1056","Lump of Coal Dark Holiday Stout","3","42","8","0","0","0",,,"2010-07-22 20:00:20"
"105","1056","Warm Welcome Nut Browned Ale","3","38","6","0","0","0",,,"2010-07-22 20:00:20"
"106","884","Pendle Witches Brew","3","26","5.1","0","0","0",,,"2010-07-22 20:00:20"
"107","345","Carnegie Stark-Porter","2","25","5.5","0","0","0",,,"2010-07-22 20:00:20"
"108","727","Harvest Ale 2002","1","13","11.5","0","0","0",,,"2010-07-22 20:00:20"
"109","1075","Woody Organic IPA","3","31","6.2","0","0","0",,,"2010-07-22 20:00:20"
"110","620","Adriaan","-1","-1","5","0","0","0",,,"2010-07-22 20:00:20"
"111","304","Leute Bok Bier","7","90","7.5","0","0","0",,,"2010-07-22 20:00:20"
"112","905","La Folie Falling Rock","-1","-1","6","0","0","0",,,"2010-07-22 20:00:20"
"113","1315","Oak Aged IPA","-1","-1","6","0","0","0",,,"2010-07-22 20:00:20"
"114","304","Tikka Gold","3","26","5","0","0","0",,,"2010-07-22 20:00:20"
"115","179","La Divine Double Blond","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"116","179","La Divine Tripel Amber","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"117","292","Ename Tripel","-1","-1","8.5","0","0","0",,,"2010-07-22 20:00:20"
"118","827","Triple Dipsea Belgian","-1","-1","9.2","0","0","0",,,"2010-07-22 20:00:20"
"119","1019","Oktoberfest Weizen","-1","-1","5.7","0","0","0",,,"2010-07-22 20:00:20"
"120","1029","Imperial Hefeweizen","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"121","481","Triple Exultation Old Ale","1","13","9.7","0","0","0",,,"2010-07-22 20:00:20"
"122","130","Organic Gingerbread Ale","-1","-1","6.8","0","0","0",,,"2010-07-22 20:00:20"
"123","1064","Falcon Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"124","441","Buzzsaw Brown","3","38","4.8","0","0","0",,"By 1915, Bend, Oregon, was alive with the sound of the buzz saw, as two of the country's largest pine sawmills set up shop on the banks of the Deschutes River.  The mills are  gone now, but the smokestacks still stand testament to Bend's humble beginnings. 

Buzzsaw Brown is an easy-drinking beer that is refreshing after a hard dayâ€™s work. The timber mills in Bend may be closed, but whether your adventure includes a day of scaling rock faces, hitting 18 holes or skiing the slopes in spring, Buzzsaw Brown is the perfect end to a fun-filled day.

â€œBuzzsaw Brown is one of my favorite beers,â€ says Deschutes Brewery Brewmaster Larry Sidor. â€œThe unique combination of European and American malts makes it a very food friendly beer that pairs well with a wide variety of flavors.â€","2010-07-22 20:00:20"
"125","369","Eisenbahn South American Pale Ale (S.A.P.A.)","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"126","584","Geist Bock","7","90","6.1","0","0","0",,"This is one of our rare lagers brewed in the style of the German Heiliges Geist Bock, or Holy Ghost Bock. The name refers to the lighter nature of the beer as opposed to the darker and heavier Doppel Bock and Mai Bock also brewed during the spring in Germany. There is a rich malt flavor, a firm German style lager head, and a clean lagered finish to this beer.  Available on draft or in 12 oz. bottles.","2010-07-22 20:00:20"
"127","623","Troll Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"128","397","Dark Ale","1","10","4.5","0","0","0",,"A dark brew full of promise. Coopers Dark Ale is a journey in taste, starting fresh and creamy, and finishing with a lingering coffee flavour. 

Conditioned and naturally brewed using the top fermentation method, Coopers 'Dark' is made using roasted and chocolate malts, giving it a rich dark colour and unique flavour. 

Coopers Dark Ale has no additives and no preservatives.","2010-07-22 20:00:20"
"129","441","Cinder Cone Red","3","33","5.4","0","0","0",,"Cinder Cone Red's diverse selection of hops and barley captivates thirsty palates with its toffee-like flavor, intense citrus aroma and defined bitterness.

Located on the northern slope of Mt. Bachelor, the Cinder Cone was also known as \Red Hill\"" due to its reddish color that is revealed as the seasons change","2010-07-22 20:00:20"
"130","562","LTD 02 Lager","7","90","6.4","0","0","0",,,"2010-07-22 20:00:20"
"131","189","Saison Vielle Provision","-1","-1","6.5","0","0","0",,,"2010-07-22 20:00:20"
"132","130","Organic Barley Wine Ale 2005","-1","-1","9.5","0","0","0",,,"2010-07-22 20:00:20"
"133","562","Old Boardhead 2006","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"134","622","Blue Dot Double India Pale Ale","3","32","7","0","0","0",,,"2010-07-22 20:00:20"
"135","562","Nugget","3","33","0","0","0","0",,,"2010-07-22 20:00:20"
"136","1175","American Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"137","236","471 Extra ESB","-1","-1","7.8","0","0","0",,,"2010-07-22 20:00:20"
"138","935","Odell Red Ale","3","33","6.5","0","0","0",,"The Rocky Mountain Goat is no ordinary goat. Just like Odell Red is no ordinary red. 

We took the American-style red to a whole new level by adding a variety of aggressive American hopsâ€”giving this ale a distinctive fresh hop aroma and flavor. 

We think you'll agree this red has some serious kick.","2010-07-22 20:00:20"
"139","335","Long Leg English Fuggles Hop Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"140","671","Summer Lightning","-1","-1","5","0","0","0",,,"2010-07-22 20:00:20"
"141","255","Haymaker Extra Pale Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"142","447","Pale Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"143","447","Silk Lady","3","26","4.4","0","0","0",,,"2010-07-22 20:00:20"
"144","447","Danger Ale","3","38","5.2","0","0","0",,,"2010-07-22 20:00:20"
"145","447","Irish Style Ale","-1","-1","5.2","0","0","0",,,"2010-07-22 20:00:20"
"146","1392","Yeti Special Export","8","95","7","0","0","0",,,"2010-07-22 20:00:20"
"147","1151","Steelie Brown Ale","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"148","441","Bond Street 19th Anniversary","-1","-1","8.7","0","0","0",,,"2010-07-22 20:00:20"
"149","1151","Trumpeter","3","42","0","0","0","0",,,"2010-07-22 20:00:20"
"150","1264","Nitro Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"151","62","Fourteen","-1","-1","9.46","0","0","0",,,"2010-07-22 20:00:20"
"152","919","Old Stock Ale 2007","1","13","11.7","0","0","0",,,"2010-07-22 20:00:20"
"153","160","Cold Hop","1","2","6.5","0","0","0",,,"2010-07-22 20:00:20"
"154","742","Hitachino Nest Espresso Stout","-1","-1","7.5","0","0","0",,,"2010-07-22 20:00:20"
"155","433","Witte","-1","-1","5","0","0","0",,,"2010-07-22 20:00:20"
"156","432","Slaapmutske Triple Nightcap","-1","-1","8.1","0","0","0",,,"2010-07-22 20:00:20"
"157","723","Biere de Mars","1","13","7","0","0","0",,"A sustaining beer that is brewed to comfort in the gusty ides of March and welcome in a wealth of warmer weather.","2010-07-22 20:00:20"
"158","300","Kerst Pater Special Christmas Beer","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"159","432","Zoetzuur Flemish Ale","-1","-1","7","0","0","0",,,"2010-07-22 20:00:20"
"160","869","WPA (Wheat Pale Ale)","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"161","869","Smoked Hefe","8","95","0","0","0","0",,,"2010-07-22 20:00:20"
"162","1084","The Unforgiven Amber Ale","3","33","5.8","0","0","0",,,"2010-07-22 20:00:20"
"163","192","Strange Ghost","-1","-1","8","0","0","0",,,"2010-07-22 20:00:20"
"164","595","Duke IPA","3","31","5.1","0","0","0",,,"2010-07-22 20:00:20"
"165","595","Broad Axe Stout","3","42","5","0","0","0",,,"2010-07-22 20:00:20"
"166","595","Northern Light Lager","8","95","4.4","0","0","0",,,"2010-07-22 20:00:20"
"167","31","Podge Belgian Imperial Stout","3","42","10.5","0","0","0",,,"2010-07-22 20:00:20"
"168","307","Okocim Porter","2","25","8.3","0","0","0",,,"2010-07-22 20:00:20"
"169","458","1809","-1","-1","5","0","0","0",,,"2010-07-22 20:00:20"
"170","433","Pannepot","-1","-1","10","0","0","0",,,"2010-07-22 20:00:20"
"171","604","Samurai","-1","-1","5.1","0","0","0",,"Looking for something a little different? Brewed with rice and barley malts, Samurai is an easy drinking, unfiltered ale that changes the status quo for unfiltered beers. The addition of rice gives Samurai a slightly fruity, crisp, refreshing and clean taste. This is definitely not your everyday unfiltered beer.","2010-07-22 20:00:20"
"172","122","Crystal Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"173","177","Gavroche French Red Ale","-1","-1","8.5","0","0","0",,,"2010-07-22 20:00:20"
"174","1138","Coney Island Lager","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"175","191","La BiÃ¨re des Collines van de Saisis","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"176","211","Dark Beer / StiftsbrÃ¤u","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"177","723","LuciÃ©rnaga","5","64","6.5","0","0","0",,"An artisan pale ale brewed in the Grand Cru tradition. Enjoy its golden effervescence and gentle hop aroma. Coriander and Grains of Paradise round out the spicy palate, melting o so softly into a silken finish of hoppiness and bliss! Make any season a celebration!","2010-07-22 20:00:20"
"178","202","CuvÃ©e des Champions 2003-2004","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"179","859","Beer Geek Breakfast","3","43","7.5","0","0","0",,"Breakfast is the most important meal of the day, many say, and if you are a beer geek there is no better way to start the day than with a powerful, complex morning stout. The unique mix of oats and coffee gives this beer large body and power, while the coffee, at the same time, creates a nice balance.","2010-07-22 20:00:20"
"180","432","Flemish Primitive Wild Ale (Spoon Whacker)","-1","-1","9","0","0","0",,,"2010-07-22 20:00:20"
"181","39","Bock","7","90","5.5","0","0","0",,,"2010-07-22 20:00:20"
"182","810","Double India Pale Ale","3","26","8.6","0","0","0",,,"2010-07-22 20:00:20"
"183","984","Old Bawdy 2006","-1","-1","10","0","0","0",,,"2010-07-22 20:00:20"
"184","397","Extra Strong Vintage Ale","-1","-1","7.5","0","0","0",,"If fine wine were beer it would no doubt be Coopers Extra Strong Vintage Ale. This strong ale imparts rich full flavours that are suitable for maturation. Brewed with choice malts and an extended top fermentation, Coopers Extra Strong Vintage Ale will improve with age, becoming more interesting and complex in flavour for up to 18 months. The results are well worth the wait!","2010-07-22 20:00:20"
"185","481","Certified Organic India Pale Ale","3","26","7","0","0","0",,,"2010-07-22 20:00:20"
"186","481","Certified Organic Porter","2","25","5.5","0","0","0",,,"2010-07-22 20:00:20"
"187","481","Certified Organic Extra Pale Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"188","481","Certified Organic Amber Ale","3","33","4.8","0","0","0",,"Eel River Brewing Company, brewers of California's first Certified Organic Ale, proudly brings you our Organic Amber Ale. Unique in flavor and purity, this medium bodied beer has a hoppy bouquet and a distinctive rich taste with a caramel-like sweetness that is balanced with a liberal dose of certified organic Pacific Gems and Hallertau hops, imported from New Zealand. Pure taste, pure ingredients, pure good.","2010-07-22 20:00:20"
"189","706","Farm House Ale","-1","-1","6.7","0","0","0",,,"2010-07-22 20:00:20"
"190","255","Beer Town Brown","3","38","0","0","0","0",,,"2010-07-22 20:00:20"
"191","890","Tanners Jack","-1","-1","4.4","0","0","0",,,"2010-07-22 20:00:20"
"192","62","Mephistopheles Stout","3","42","16.03","0","0","0",,,"2010-07-22 20:00:20"
"193","923","NÃ¸gne Ã˜ Brown Ale","3","38","4.5","0","0","0",,"A dark brown English ale, in which classic English malts meet the spicy hoppiness of the new world.  Recommended serving temperature 8Â°C/45Â°F. Goes very well with â€˜pub grub.â€™","2010-07-22 20:00:20"
"194","1204","Vertical Epic 07.07.07","-1","-1","8.4","0","0","0",,,"2010-07-22 20:00:20"
"195","1136","Ringwood Brewery Old Thumper Extra Special Ale","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"196","1136","Export Ale","3","26","5.1","0","0","0",,,"2010-07-22 20:00:20"
"197","950","Bourbon Barrel Porter","-1","-1","9.1","0","0","0",,,"2010-07-22 20:00:20"
"198","1204","Old Guardian Barley Wine 2007","-1","-1","11.26","0","0","0",,,"2010-07-22 20:00:20"
"199","892","White Christmas","-1","-1","6.5","0","0","0",,,"2010-07-22 20:00:20"
"200","175","Winter","-1","-1","10.5","0","0","0",,,"2010-07-22 20:00:20"
"201","765","Undercover Investigation Shut-Down Ale","3","26","9.28","0","0","0",,,"2010-07-22 20:00:20"
"202","727","Harvest Ale 2006","1","13","11.6","0","0","0",,,"2010-07-22 20:00:20"
"203","202","Classic Gueuze","5","70","0","0","0","0",,,"2010-07-22 20:00:20"
"204","1315","Gueuze-Lambic","5","70","6.5","0","0","0",,,"2010-07-22 20:00:20"
"205","484","Schwarzbier / Dunkel","7","86","4.9","0","0","0",,,"2010-07-22 20:00:20"
"206","779","Sawtooth Ale","3","26","0","0","0","0",,,"2010-07-22 20:00:20"
"207","779","Pole Star Pilsner","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"208","935","90 Shilling","1","7","5.3","0","0","0",,"We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we'd been wondering - what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale. The name 90 Shilling comes from the Scottish method of taxing beer. Only the highest quality beers were taxed 90 Shillings. A shilling was a British coin used from 1549 to 1982. We think you'll find this original ale brilliantly refreshing, and worth every shilling.","2010-07-22 20:00:20"
"209","905","Sunshine Wheat","11","116","4.8","0","0","0",,"SUNSHINE WHEAT is a great beer for trouncing thirst.  Yet, it has a depth of character that inspires a quiet momentâ€™s reflection. Sunshine Wheat swirls in the mouth with ripples of coriander and orange peel tartness, settling nicely into a tranquil sea of apple and honey tones.  A filtered wheat beer, Sunshine offers a crisp, refreshing alternative to heavier-bodied heffe-weizens.","2010-07-22 20:00:20"
"210","174","Grand Cru","-1","-1","9.5","0","0","0",,,"2010-07-22 20:00:20"
"211","70","Der Weisse Bock","4","55","8.5","0","0","0",,,"2010-07-22 20:00:20"
"212","176","Stouterik / The Brussels Stout","-1","-1","0","0","0","0",,,"2010-07-22 20:00:20"
"213","779","Black Jack Porter","2","25","0","0","0","0",,,"2010-07-22 20:00:20"
"214","161","Lunar Ale","3","38","5.1","0","0","0",,"Our first new year-round brand launch since 1996, Lunar Ale is in a category all its own. Brewed using a unique aromatic yeast, this refreshing variety is best described as a cloudy brown ale with a complex, malty aroma and flavor, and a crisp, dry finish.","2010-07-22 20:00:20"
